Item,Meaning_Mnem,Reading_Mnem,Meaning_Score,Reading_Score,Meaning_User,Reading_User,Info,Last_Updated
k鉛,,,,,,,,Wed Feb 25 2015 18:48:07 GMT-0500 (EST)
k再,,,,,,,,Wed Feb 25 2015 18:49:19 GMT-0500 (EST)
v新鮮,,,,,,,,Wed Feb 25 2015 18:49:37 GMT-0500 (EST)
v原子力,,,,,,,,Wed Feb 25 2015 19:28:51 GMT-0500 (EST)
v恐竜,,,,,,,,Wed Feb 25 2015 19:47:17 GMT-0500 (EST)
v左翼,,,,,,,,Sat Feb 28 2015 19:48:46 GMT-0500 (EST)
v大敵,,,,,,,,Fri Jun 15 2018 02:51:44 GMT-0400 (EDT)
v赤ん坊,,,,,,,,Sat Apr 07 2018 19:07:53 GMT-0400 (EDT)
v豆腐,,,,,,,,Wed Feb 25 2015 21:36:41 GMT-0500 (EST)
v高血圧,,,,,,,,Sat Apr 07 2018 18:46:50 GMT-0400 (EDT)
v女権,,,,,,,,Thu Aug 02 2018 04:46:45 GMT-0400 (EDT)
v債券,,,,,,,,Wed Feb 25 2015 21:38:46 GMT-0500 (EST)
v占める,,,,,,,redfr:8367,Wed Feb 22 2017 18:19:33 GMT-0500 (EST)
v満点,,,,,,,,Wed Feb 25 2015 21:56:11 GMT-0500 (EST)
v蒸し暑い,,,,,,,,Wed Feb 25 2015 22:03:56 GMT-0500 (EST)
v維持,,,,,,,,Wed Feb 25 2015 22:05:32 GMT-0500 (EST)
v派手,,,,,,,,Mon Feb 29 2016 02:42:57 GMT-0500 (EST)
v炎,,,,,,,,Wed Aug 31 2016 02:35:20 GMT-0400 (EDT)
k爆,,,,,,,,Wed Feb 25 2015 23:04:52 GMT-0500 (EST)
v脱線,!,,,,c,,,Sat May 30 2020 18:46:42 GMT-0400 (EDT)
v忠告,,,,,,,redfr:5357,Thu Feb 26 2015 00:15:46 GMT-0500 (EST)
k救,,,,,,,,Thu Aug 20 2015 16:02:45 GMT-0400 (EDT)
k編,,,,,,,,Sun Mar 08 2015 08:46:45 GMT-0400 (EDT)
k討,,,,,,,,Thu Feb 26 2015 03:02:56 GMT-0500 (EST)
k貯,,,,,,,,Thu Feb 26 2015 03:03:14 GMT-0500 (EST)
k復,,,,,,,,Mon Apr 23 2018 00:20:08 GMT-0400 (EDT)
k障,,,,,,,,Thu Feb 26 2015 03:07:06 GMT-0500 (EST)
v替わる,,,,,,,,Tue Feb 21 2017 08:32:43 GMT-0500 (EST)
v巻く,,"This weekend, you're going <span class=""highlight-vocabulary"">to roll</span> some <span class=""highlight-reading"">molly</span> (ま) with your friends. Make sure to have a good rave music playlist handy!|Maki = rolled sushi. can't believe this isn't the official mnemonic.",,0|0,,fioraaeterna|c,,Sun Jan 19 2020 19:27:50 GMT-0500 (EST)
v載せる,,,,,,,,Thu Feb 26 2015 03:09:34 GMT-0500 (EST)
v後輩,,,,,,,,Thu Feb 26 2015 03:11:02 GMT-0500 (EST)
v自販機,,,,,,,,Thu Feb 26 2015 03:11:16 GMT-0500 (EST)
k印,,,,,,,,Sun Feb 04 2018 03:51:26 GMT-0500 (EST)
k故,,,,,,,,Thu Feb 26 2015 03:12:50 GMT-0500 (EST)
k針,,,,,,,,Mon Apr 23 2018 17:13:18 GMT-0400 (EDT)
v限定販売,,,,,,,,Thu Feb 26 2015 09:36:08 GMT-0500 (EST)
k怪,,,,,,,,Thu Feb 26 2015 09:37:11 GMT-0500 (EST)
k輝,,,,,,,,Thu Feb 26 2015 09:52:51 GMT-0500 (EST)
k衰,,,,,,,,Thu Feb 26 2015 09:55:27 GMT-0500 (EST)
k妃,,,,,,,,Thu Feb 26 2015 09:58:03 GMT-0500 (EST)
k陶,,,,,,,,Thu Feb 26 2015 09:58:36 GMT-0500 (EST)
k畜,,,,,,,,Thu Feb 26 2015 10:03:14 GMT-0500 (EST)
k駒,,,,,,,,Thu Feb 26 2015 10:05:30 GMT-0500 (EST)
k溶,,,,,,,,Thu Feb 26 2015 10:04:16 GMT-0500 (EST)
v隙間,,,,,,,,Sun Jan 10 2016 06:26:15 GMT-0500 (EST)
k隔,,,,,,,,Thu Feb 26 2015 10:06:13 GMT-0500 (EST)
v陣営,,,,,,,,Thu Feb 26 2015 10:42:12 GMT-0500 (EST)
v破壊,,,,,,,,Thu Feb 26 2015 10:42:26 GMT-0500 (EST)
v血液型,,,,,,,,Thu Feb 26 2015 10:55:04 GMT-0500 (EST)
v源氏,,,,,,,,Thu Feb 26 2015 10:55:20 GMT-0500 (EST)
v辛勝,,,,,,,,Fri Jun 26 2015 08:25:45 GMT-0400 (EDT)
k戻,,,,,,,,Thu Feb 26 2015 11:22:20 GMT-0500 (EST)
k圏,,,,,,,,Thu Feb 26 2015 11:30:14 GMT-0500 (EST)
v患者,,,,,,,,Thu Feb 26 2015 11:38:12 GMT-0500 (EST)
v怪獣,,,,,,,redfr:8384,Sat Feb 25 2017 20:27:22 GMT-0500 (EST)
k踏,,,,,,,,Thu Feb 26 2015 11:38:45 GMT-0500 (EST)
v鉱物,,,,,,,,Wed Feb 05 2020 19:33:24 GMT-0500 (EST)
v管制塔,,,,,,,,Thu Feb 26 2015 11:47:50 GMT-0500 (EST)
v丘,,,,,,,,Thu Feb 26 2015 21:18:05 GMT-0500 (EST)
k曇,,,,,,,,Thu Feb 26 2015 11:51:20 GMT-0500 (EST)
v一斉に,,,,,,,,Thu Feb 26 2015 11:53:51 GMT-0500 (EST)
v棚,,,,,,,,Fri Jun 26 2015 10:37:19 GMT-0400 (EDT)
v擦る,,,,,,,,Thu Feb 26 2015 11:57:08 GMT-0500 (EST)
v朱印,,,,,,,,Thu Feb 26 2015 11:58:03 GMT-0500 (EST)
k陰,,,,,,,,Thu Feb 26 2015 12:12:59 GMT-0500 (EST)
k溝,,,,,,,,Thu Feb 26 2015 12:02:53 GMT-0500 (EST)
v潮時,,,,,,,,Thu Feb 26 2015 12:03:59 GMT-0500 (EST)
k滝,,,,,,,,Thu Feb 26 2015 12:05:20 GMT-0500 (EST)
k井,,,,,,,,Thu Feb 26 2015 12:08:33 GMT-0500 (EST)
k凶,,,,,,,,Thu Feb 26 2015 12:09:34 GMT-0500 (EST)
k矛,,,,,,,,Tue Jul 21 2015 02:38:13 GMT-0400 (EDT)
v潜む,,,,,,,,Thu Feb 26 2015 12:17:34 GMT-0500 (EST)
v握手,,,,,,,,Thu Feb 26 2015 12:17:49 GMT-0500 (EST)
v博物館,,,,,,,,Thu Feb 26 2015 12:33:58 GMT-0500 (EST)
v面接,,,,,,,,Thu Feb 26 2015 12:39:14 GMT-0500 (EST)
v並ぶ,,,,,,,,Thu Feb 26 2015 12:47:06 GMT-0500 (EST)
v精度,,,,,,,,Thu Feb 26 2015 12:55:47 GMT-0500 (EST)
k振,,,,,,,,Fri Mar 06 2015 12:11:12 GMT-0500 (EST)
v筆,,,,,,,,Thu Feb 26 2015 13:26:59 GMT-0500 (EST)
v禅寺,,,,,,,redfr:8311,Sun Sep 25 2016 06:52:05 GMT-0400 (EDT)
k陛,,,,,,,,Thu Feb 26 2015 15:15:46 GMT-0500 (EST)
v何枚,,,,,,,,Thu Feb 26 2015 15:19:01 GMT-0500 (EST)
v胸,,,,,,,,Thu Feb 26 2015 15:32:42 GMT-0500 (EST)
v種類,,,,,,,,Mon Jun 11 2018 20:28:28 GMT-0400 (EDT)
v座禅,,,,,,,,Thu Feb 26 2015 15:40:05 GMT-0500 (EST)
v衝撃,,,,,,,,Tue Sep 10 2019 00:50:39 GMT-0400 (EDT)
k片,,,,,,,,Thu Feb 26 2015 15:55:30 GMT-0500 (EST)
v脳みそ,,,,,,,redfr:6119,Tue Apr 07 2015 15:08:45 GMT-0400 (EDT)
v渋谷,,,,,,,,Thu Feb 26 2015 19:11:49 GMT-0500 (EST)
v根拠,,,,,,,,Thu Feb 26 2015 19:14:56 GMT-0500 (EST)
v包む,,,,,,,,Mon Nov 09 2015 08:06:34 GMT-0500 (EST)
k撤,,,,,,,,Tue Nov 19 2019 23:13:38 GMT-0500 (EST)
k俗,,,,,,,,Thu Feb 26 2015 20:05:51 GMT-0500 (EST)
v踊り場,,,,,,,,Sat Dec 05 2015 10:05:20 GMT-0500 (EST)
v素敵,!,,,,c,,,Fri Oct 30 2020 12:27:45 GMT-0400 (EDT)
v彼,,,,,,,,Thu Feb 26 2015 22:01:00 GMT-0500 (EST)
v俳句,,,,,,,,Thu Feb 26 2015 23:12:36 GMT-0500 (EST)
v医師,,,,,,,,Thu Feb 26 2015 23:14:24 GMT-0500 (EST)
v呼ぶ,,,,,,,,Thu Feb 26 2015 23:15:53 GMT-0500 (EST)
v盆踊り,,,,,,,,Fri Feb 27 2015 00:10:42 GMT-0500 (EST)
v〜系,,,,,,,,Fri Feb 27 2015 01:32:51 GMT-0500 (EST)
v血管,,,,,,,,Sun Mar 08 2015 01:12:21 GMT-0500 (EST)
v血圧,,,,,,,redfr:8323,Fri Nov 18 2016 05:32:42 GMT-0500 (EST)
k斐,,,,,,,,Fri Feb 27 2015 10:26:44 GMT-0500 (EST)
v徹夜,,,,,,,,Fri Feb 27 2015 10:28:25 GMT-0500 (EST)
v巡礼,,,,,,,,Fri Feb 27 2015 11:16:39 GMT-0500 (EST)
v驚かす,,,,,,,,Fri Feb 27 2015 11:24:44 GMT-0500 (EST)
v排出,,,,,,,,Fri Feb 27 2015 11:26:03 GMT-0500 (EST)
v維持する,,,,,,,,Fri Feb 27 2015 11:30:04 GMT-0500 (EST)
v棋士,,,,,,,,Fri Feb 27 2015 11:30:11 GMT-0500 (EST)
v対称,,,,,,,,Fri May 08 2015 19:43:37 GMT-0400 (EDT)
k呪,,,,,,,,Fri Feb 27 2015 11:55:45 GMT-0500 (EST)
k嬢,,,,,,,,Fri Feb 27 2015 11:56:08 GMT-0500 (EST)
v粒子,,,,,,,,Fri Feb 27 2015 11:56:58 GMT-0500 (EST)
k卓,,,,,,,,Fri Feb 27 2015 12:01:08 GMT-0500 (EST)
k塊,,,,,,,,Sat Nov 21 2015 02:43:32 GMT-0500 (EST)
k狂,,,,,,,,Sat Feb 28 2015 10:07:18 GMT-0500 (EST)
v銀座,,,,,,,,Fri Feb 27 2015 12:45:26 GMT-0500 (EST)
v散歩,,,,,,,,Fri Feb 27 2015 13:38:02 GMT-0500 (EST)
v富士山,,,,,,,,Sat Feb 28 2015 02:37:51 GMT-0500 (EST)
v通貨,,,,,,,,Fri Feb 27 2015 13:40:10 GMT-0500 (EST)
v掃く,,,,,,,,Fri Feb 27 2015 13:40:35 GMT-0500 (EST)
v山脈,,,,,,,,Wed Mar 04 2015 01:47:42 GMT-0500 (EST)
v銃,,,,,,,,Fri Feb 27 2015 14:55:13 GMT-0500 (EST)
v謙譲語,,,,,,,,Fri Feb 27 2015 14:55:40 GMT-0500 (EST)
v祝儀,,,,,,,,Fri Feb 27 2015 14:56:22 GMT-0500 (EST)
v遠距離,,,,,,,,Wed Jul 29 2015 12:26:02 GMT-0400 (EDT)
v埋め合わせる,,,,,,,,Fri Feb 27 2015 20:21:56 GMT-0500 (EST)
k桑,,,,,,,,Fri Feb 27 2015 21:52:30 GMT-0500 (EST)
k拘,,,,,,,,Fri Feb 27 2015 21:52:38 GMT-0500 (EST)
k潤,,,,,,,,Fri Feb 27 2015 21:52:46 GMT-0500 (EST)
v崎,,,,,,,redfr:6784,Sun Jun 07 2015 06:45:54 GMT-0400 (EDT)
v自宅,,,,,,,,Sun Sep 09 2018 08:21:42 GMT-0400 (EDT)
v文句する,,,,,,,redfr:6320,Tue Apr 28 2015 13:16:09 GMT-0400 (EDT)
v剣道,,,,,,,,Sat Feb 28 2015 01:03:26 GMT-0500 (EST)
v縄文,,,,,,,,Sat Feb 28 2015 01:47:24 GMT-0500 (EST)
v祝日,,,,,,,,Sat Oct 12 2019 03:05:30 GMT-0400 (EDT)
v探偵,,,,,,,,Thu Sep 03 2015 23:29:13 GMT-0400 (EDT)
v印鑑,,,,,,,,Sat Feb 28 2015 02:40:15 GMT-0500 (EST)
v幼稚,,,,,,,,Sat Feb 28 2015 02:40:50 GMT-0500 (EST)
v日程,,,,,,,redfr:8434,Mon Apr 03 2017 11:43:44 GMT-0400 (EDT)
v執る,,,,,,,,Sat Feb 28 2015 02:55:18 GMT-0500 (EST)
v採算,,,,,,,,Sat Feb 28 2015 02:57:19 GMT-0500 (EST)
v血脈,,,,,,,,Sat Feb 28 2015 03:12:34 GMT-0500 (EST)
v盗聴,,,,,,,,Sat Feb 28 2015 03:13:29 GMT-0500 (EST)
v跡,,,,,,,,Sat Feb 28 2015 03:44:05 GMT-0500 (EST)
v酔う,,,,,,,,Sat Feb 28 2015 03:44:13 GMT-0500 (EST)
v源,,,,,,,,Sat Feb 28 2015 03:44:18 GMT-0500 (EST)
k症,,,,,,,,Sat Feb 28 2015 03:59:52 GMT-0500 (EST)
v熊,,,,,,,,Sat Feb 28 2015 04:00:29 GMT-0500 (EST)
k純,,,,,,,redfr:5494,Sat Feb 28 2015 04:00:31 GMT-0500 (EST)
k激,"A <span class=""highlight-radical"">car</span> goes from <span class=""highlight-radical"">building</span> to building carrying the <span class=""highlight-kanji"">mail</span>. Finally, it gets to <span class=""highlight-reading"">you</span> (ゆう). You're happy to get your mail.","A <span class=""highlight-radical"">car</span> goes from <span class=""highlight-radical"">building</span> to building carrying the <span class=""highlight-kanji"">mail</span>. Finally, it gets to <span class=""highlight-reading"">you</span> (ゆう). You're happy to get your mail.",-2,-2,fioraaeterna,fioraaeterna,,Thu Nov 26 2020 10:51:57 GMT-0500 (EST)
v紹介する,,,,,,,,Sat Feb 28 2015 04:25:17 GMT-0500 (EST)
v点,,,,,,,,Wed May 06 2020 13:04:51 GMT-0400 (EDT)
v生還,,,,,,,,Wed May 20 2015 00:40:58 GMT-0400 (EDT)
v辛子,,,,,,,,Sat Feb 28 2015 10:11:56 GMT-0500 (EST)
v本棚,,,,,,,,Sat Feb 28 2015 10:12:48 GMT-0500 (EST)
v隆起,,,,,,,,Sat Feb 28 2015 10:19:55 GMT-0500 (EST)
v与える,,,,,,,redfr:8345,Sun Feb 12 2017 16:03:00 GMT-0500 (EST)
v匹,,,,,,,,Sat Feb 28 2015 10:22:21 GMT-0500 (EST)
v自制,,,,,,,,Sat Jun 30 2018 13:59:40 GMT-0400 (EDT)
v双,,,,,,,,Sat Feb 28 2015 10:30:53 GMT-0500 (EST)
v敷く,,,,,,,,Sat Feb 28 2015 10:31:22 GMT-0500 (EST)
k濃,,,,,,,,Sat Feb 28 2015 10:40:34 GMT-0500 (EST)
v総理,,,,,,,,Sat Jun 30 2018 13:52:19 GMT-0400 (EDT)
v姫様,,,,,,,,Sat Feb 28 2015 10:52:43 GMT-0500 (EST)
v右翼,,,,,,,redfr:5512,Sat Feb 28 2015 10:52:47 GMT-0500 (EST)
v憎しみ,,,,,,,,Sat Feb 28 2015 10:54:22 GMT-0500 (EST)
v五枚,,,,,,,,Sat Feb 28 2015 16:46:09 GMT-0500 (EST)
k袋,,,,,,,,Tue Sep 10 2019 00:43:32 GMT-0400 (EDT)
v駐車場,,,,,,,,Sat Feb 28 2015 18:55:26 GMT-0500 (EST)
k降,,,,,,,,Sat Feb 28 2015 19:03:36 GMT-0500 (EST)
v一生懸命,,,,,,,,Sat Feb 28 2015 19:10:06 GMT-0500 (EST)
v戸棚,,,,,,,,Sat Feb 28 2015 19:48:05 GMT-0500 (EST)
v刃,,,,,,,,Sat Feb 28 2015 19:48:41 GMT-0500 (EST)
k頃,,,,,,,,Sat Feb 28 2015 19:50:01 GMT-0500 (EST)
k也,,,,,,,,Sat Feb 28 2015 19:51:50 GMT-0500 (EST)
v悪趣味,,,,,,,,Sat Feb 28 2015 19:52:32 GMT-0500 (EST)
v空き缶,,,,,,,,Sat Feb 28 2015 19:55:07 GMT-0500 (EST)
k脚,,,,,,,,Sat Feb 28 2015 19:55:39 GMT-0500 (EST)
k眺,,,,,,,,Sat Feb 28 2015 19:56:16 GMT-0500 (EST)
k鐘,,,,,,,,Sat Feb 28 2015 19:56:52 GMT-0500 (EST)
v黒潮,,,,,,,,Tue Mar 03 2015 12:50:27 GMT-0500 (EST)
v逃げる,,,,,,,,Sat Feb 28 2015 20:10:19 GMT-0500 (EST)
v為に,,,,,,,,Sat Feb 28 2015 20:13:23 GMT-0500 (EST)
v鋼,,,,,,,,Wed May 20 2015 16:03:46 GMT-0400 (EDT)
v配慮,,,,,,,,Sat Feb 28 2015 20:45:07 GMT-0500 (EST)
k慮,,,,,,,,Sat Feb 28 2015 20:56:44 GMT-0500 (EST)
v爪,,,,,,,,Sat Feb 28 2015 20:56:56 GMT-0500 (EST)
k齢,,,,,,,redfr:5535,Sat Feb 28 2015 20:56:59 GMT-0500 (EST)
v己,,!,,,,c,,Mon Jul 22 2019 05:49:45 GMT-0400 (EDT)
k緩,,,,,,,,Sat Feb 28 2015 20:58:48 GMT-0500 (EST)
k避,,,,,,,,Sat Feb 28 2015 20:59:58 GMT-0500 (EST)
v冷蔵庫,,,,,,,,Sat Feb 28 2015 21:00:32 GMT-0500 (EST)
v信頼,,,,,,,,Sun Mar 01 2015 23:47:24 GMT-0500 (EST)
v原油,,,,,,,,Sat Feb 28 2015 21:26:41 GMT-0500 (EST)
k賄,,,,,,,,Sat Feb 28 2015 21:26:56 GMT-0500 (EST)
k択,,,,,,,,Sat Feb 28 2015 21:27:55 GMT-0500 (EST)
v賃貸,,,,,,,,Thu Mar 26 2015 11:35:28 GMT-0400 (EDT)
v詰め込む,,,,,,,,Sat Feb 28 2015 21:32:00 GMT-0500 (EST)
v従う,,,,,,,,Sat Feb 28 2015 21:32:24 GMT-0500 (EST)
v刑務所,,,,,,,,Sat Feb 28 2015 21:43:16 GMT-0500 (EST)
k懸,,,,,,,,Sat Feb 28 2015 21:46:06 GMT-0500 (EST)
v薦め,,,,,,,,Sat Feb 28 2015 21:46:18 GMT-0500 (EST)
v冷房,,,,,,,,Sat Feb 28 2015 21:52:42 GMT-0500 (EST)
v皇室,,,,,,,,Sat Feb 28 2015 22:34:41 GMT-0500 (EST)
k傾,,,,,,,,Sat Feb 28 2015 22:53:26 GMT-0500 (EST)
k端,,,,,,,,Sat Feb 28 2015 22:53:39 GMT-0500 (EST)
v同盟,,,,,,,,Sat Feb 28 2015 22:53:51 GMT-0500 (EST)
v舞う,,,,,,,,Sat Feb 28 2015 22:53:59 GMT-0500 (EST)
k奈,"The <span class=""highlight-radical"">JACKHAMMER</span> is so <span class=""highlight-radical"">BIG</span> that it's worth <span class=""highlight-reading"">NARA</span> (nada), cuz you're not a giant, so you can't use such a big jackhammer.",,0,,c,,,Sun Mar 11 2018 12:31:10 GMT-0400 (EDT)
k刊,,,,,,,,Sat Feb 28 2015 22:55:00 GMT-0500 (EST)
v蒸れる,,,,,,,,Sat Feb 28 2015 23:06:25 GMT-0500 (EST)
v姓名,,,,,,,,Sat Mar 07 2015 21:36:38 GMT-0500 (EST)
v鮮やか,,,,,,,redfr:8345,Sun Feb 12 2017 17:58:07 GMT-0500 (EST)
v紅茶,,,,,,,,Sat Feb 28 2015 23:29:38 GMT-0500 (EST)
v超〜,,,,,,,,Sat Feb 28 2015 23:29:59 GMT-0500 (EST)
k贈,,,,,,,,Sat Mar 07 2015 12:04:35 GMT-0500 (EST)
v遅延,,,,,,,,Sun Mar 01 2015 00:40:04 GMT-0500 (EST)
k貿,,,,,,,,Sun Mar 01 2015 00:52:25 GMT-0500 (EST)
v行為,,,,,,,,Sun Mar 01 2015 00:52:32 GMT-0500 (EST)
k沖,,,,,,,redfr:5568,Sun Mar 01 2015 00:52:36 GMT-0500 (EST)
v爆弾,,,,,,,redfr:5569,Sun Mar 01 2015 00:52:38 GMT-0500 (EST)
v否決,,,,,,,,Sun Mar 01 2015 00:52:54 GMT-0500 (EST)
v紹介状,,,,,,,,Sun Mar 01 2015 02:10:46 GMT-0500 (EST)
k従,,,,,,,,Thu Mar 31 2016 15:14:04 GMT-0400 (EDT)
v除外,,,,,,,,Sun Mar 01 2015 02:37:32 GMT-0500 (EST)
v徳島県,,,,,,,,Sun Mar 01 2015 02:37:36 GMT-0500 (EST)
v驚く,,,,,,,,Sun Mar 01 2015 02:39:39 GMT-0500 (EST)
v均等,,,,,,,,Sun Mar 01 2015 02:44:25 GMT-0500 (EST)
vハチの巣,,,,,,,,Sun Mar 01 2015 02:44:53 GMT-0500 (EST)
v募金,,,,,,,,Sun Mar 01 2015 02:55:01 GMT-0500 (EST)
v真剣,,,,,,,,Mon Apr 13 2015 08:40:26 GMT-0400 (EDT)
v編集,,,,,,,,Sun Mar 01 2015 02:56:11 GMT-0500 (EST)
v汚い,,,,,,,,Sun Mar 01 2015 02:56:16 GMT-0500 (EST)
k般,,,,,,,,Sun Mar 01 2015 04:07:45 GMT-0500 (EST)
k娠,,,,,,,,Sun Mar 01 2015 04:12:49 GMT-0500 (EST)
k却,,,,,,,,Sun Mar 01 2015 04:28:14 GMT-0500 (EST)
k還,,,,,,,,Mon May 04 2015 10:05:21 GMT-0400 (EDT)
v内臓,,,,,,,,Sun Mar 01 2015 04:30:38 GMT-0500 (EST)
k滞,,,,,,,,Sun Mar 01 2015 04:43:58 GMT-0500 (EST)
v垂れる,,,,,,,,Sun Mar 01 2015 04:44:24 GMT-0500 (EST)
k賂,,,,,,,,Sun Mar 01 2015 04:45:47 GMT-0500 (EST)
v彼ら,,,,,,,,Sun Mar 01 2015 04:53:05 GMT-0500 (EST)
v漁船,,,,,,,,Sun Mar 01 2015 04:53:48 GMT-0500 (EST)
v観測,,,,,,,redfr:5593,Sun Mar 01 2015 04:53:50 GMT-0500 (EST)
v盟約,,,,,,,,Sun Mar 01 2015 04:54:11 GMT-0500 (EST)
v遺失,,,,,,,redfr:5595,Sun Mar 01 2015 04:54:14 GMT-0500 (EST)
v採用,!,,,,ript:void(0),,,Mon Mar 19 2018 00:59:25 GMT-0400 (EDT)
v演奏,,,,,,,,Sun Mar 01 2015 09:50:32 GMT-0500 (EST)
v下旬,,,,,,,,Sun Mar 01 2015 10:02:51 GMT-0500 (EST)
k棋,,,,,,,,Sun Mar 01 2015 10:36:49 GMT-0500 (EST)
v非難する,,,,,,,,Thu Aug 02 2018 04:47:13 GMT-0400 (EDT)
v隣人,,,,,,,,Tue Sep 10 2019 00:48:53 GMT-0400 (EDT)
v寿命,,,,,,,,Sun Mar 15 2015 10:00:34 GMT-0400 (EDT)
v尽力,,,,,,,,Sun Mar 01 2015 14:02:22 GMT-0500 (EST)
vメモ帳,,,,,,,,Sun Mar 01 2015 14:04:24 GMT-0500 (EST)
v迅速,,,,,,,,Sun Mar 01 2015 14:05:06 GMT-0500 (EST)
v憎い,,,,,,,,Sun Mar 01 2015 14:06:34 GMT-0500 (EST)
v宅,,,,,,,,Sat Apr 07 2018 18:27:27 GMT-0400 (EDT)
k宜,,,,,,,,Sun Mar 01 2015 21:00:07 GMT-0500 (EST)
v再建,,,,,,,,Sun Mar 01 2015 21:00:00 GMT-0500 (EST)
v田舎,,,,,,,,Sun Mar 01 2015 21:00:25 GMT-0500 (EST)
v頼む,,,,,,,,Sun Mar 01 2015 21:00:45 GMT-0500 (EST)
k伴,,,,,,,,Sun Mar 01 2015 21:01:16 GMT-0500 (EST)
v聴者,,,,,,,,Sun Mar 01 2015 21:17:19 GMT-0500 (EST)
v上旬,,,,,,,,Tue Sep 10 2019 00:51:11 GMT-0400 (EDT)
v獄内,,,,,,,,Sun Mar 01 2015 21:34:34 GMT-0500 (EST)
v踏む,,,,,,,,Sun Mar 01 2015 21:34:47 GMT-0500 (EST)
v馬鹿らしい,,,,,,,,Sun Mar 01 2015 21:50:06 GMT-0500 (EST)
v継ぐ,,,,,,,,Sun Mar 01 2015 22:18:52 GMT-0500 (EST)
v果汁,,,,,,,,Sun Mar 01 2015 23:20:02 GMT-0500 (EST)
v契機,,,,,,,,Wed Dec 23 2015 01:02:46 GMT-0500 (EST)
v頼る,,,,,,,,Mon Mar 02 2015 00:03:01 GMT-0500 (EST)
v予測,,,,,,,,Tue Sep 10 2019 00:43:10 GMT-0400 (EDT)
v承認,,,,,,,,Mon Mar 02 2015 07:50:51 GMT-0500 (EST)
v郷里,,,,,,,,Mon Mar 09 2015 14:05:16 GMT-0400 (EDT)
v分解,,,,,,,,Fri Jun 15 2018 02:58:12 GMT-0400 (EDT)
v延長する,,,,,,,,Mon Mar 02 2015 15:11:36 GMT-0500 (EST)
v甘い,,,,,,,,Mon Mar 02 2015 15:17:17 GMT-0500 (EST)
v排気,,,,,,,,Mon Mar 02 2015 18:55:19 GMT-0500 (EST)
k岐,,,,,,,,Mon Mar 02 2015 18:55:41 GMT-0500 (EST)
v景観,,,,,,,,Mon Mar 02 2015 22:17:27 GMT-0500 (EST)
k執,,,,,,,,Tue Sep 10 2019 00:42:04 GMT-0400 (EDT)
v遅れる,,,,,,,,Mon Mar 02 2015 23:50:13 GMT-0500 (EST)
v大損,,,,,,,,Mon Mar 02 2015 23:56:17 GMT-0500 (EST)
v将来,,,,,,,,Mon Mar 02 2015 23:57:35 GMT-0500 (EST)
k跡,,,,,,,,Mon Mar 02 2015 23:58:03 GMT-0500 (EST)
k艦,,,,,,,,Tue Mar 03 2015 01:10:21 GMT-0500 (EST)
k団,,"A <b>group</b> (組) of <b>men</b> (男) had to <b>discuss</b> (団) why they're called <span class=""highlight-reading"">dan</span> (They all have the same reading).",,0,,c,,Mon Aug 24 2020 17:43:17 GMT-0400 (EDT)
v華やか,,,,,,,,Tue Mar 03 2015 01:35:45 GMT-0500 (EST)
v離婚,,,,,,,,Tue Mar 03 2015 01:39:15 GMT-0500 (EST)
v既存,,,,,,,,Tue Mar 03 2015 01:42:41 GMT-0500 (EST)
v真似,,"I like the french painter Édouard MANEt so much, I want to IMPERSONATE him.",,0,,c,,Sat Dec 28 2019 17:56:34 GMT-0500 (EST)
v似る,,,,,,,,Tue Mar 03 2015 01:47:51 GMT-0500 (EST)
k寧,,,,,,,,Tue Mar 03 2015 09:51:56 GMT-0500 (EST)
v必至,,,,,,,,Tue Mar 03 2015 10:32:57 GMT-0500 (EST)
v兼業,,,,,,,,Tue Mar 03 2015 10:50:35 GMT-0500 (EST)
v班長,,,,,,,,Tue Mar 03 2015 11:12:25 GMT-0500 (EST)
v隙,,,,,,,,Tue Nov 19 2019 23:19:42 GMT-0500 (EST)
v恨み,,,,,,,redfr:5650,Tue Mar 03 2015 11:12:46 GMT-0500 (EST)
v辱める,,,,,,,,Tue Mar 03 2015 11:13:07 GMT-0500 (EST)
v小規模,,,,,,,,Tue Mar 03 2015 11:36:37 GMT-0500 (EST)
v妙薬,,,,,,,,Sun Mar 08 2015 00:58:01 GMT-0500 (EST)
v塗料,,,,,,,,Tue Mar 03 2015 12:30:10 GMT-0500 (EST)
v鉢巻,,,,,,,,Tue Mar 03 2015 12:31:16 GMT-0500 (EST)
v脇見,,,,,,,,Sun Jun 19 2016 09:08:15 GMT-0400 (EDT)
v賢い,,,,,,,,Tue Mar 03 2015 12:47:12 GMT-0500 (EST)
v包み紙,,,,,,,,Tue Mar 03 2015 12:48:11 GMT-0500 (EST)
k賭,,,,,,,,Fri Mar 06 2015 17:41:04 GMT-0500 (EST)
v殴る,,,,,,,redfr:5660,Tue Mar 03 2015 12:48:22 GMT-0500 (EST)
k磨,,,,,,,,Tue Mar 03 2015 12:48:59 GMT-0500 (EST)
v缶コーヒー,,,,,,,,Tue Mar 03 2015 12:49:17 GMT-0500 (EST)
v襲撃する,,,,,,,,Tue Mar 03 2015 12:49:35 GMT-0500 (EST)
k澄,,,,,,,,Sun Mar 15 2015 10:22:21 GMT-0400 (EDT)
v記帳,,,,,,,,Tue Mar 03 2015 12:52:02 GMT-0500 (EST)
